project_id,mp_constituency,state,work_category,units,unit_type,contractor_id,sanctioned_cost_inr,regional_baseline_cost_inr,recommended_date,sanction_date,start_date,completion_certified_date,fund_release_date,planned_duration_days,latitude,longitude,_ground_truth_is_anomalous,_ground_truth_anomaly_type
MPLAD-00563,Madurai,Tamil Nadu,Road Construction,2.16,km,CTR-0160,1786223.28,1836000.0,2024-03-20,2024-05-17,2024-06-25,2024-12-14,2025-01-06,188,11.2359,78.2459,False,
MPLAD-00564,Nalgonda,Telangana,Drainage System,2.08,km,CTR-0147,2474422.9,2288000.0,2022-09-11,2022-12-06,2022-12-16,2023-07-05,2023-08-03,206,17.4769,78.0529,False,
MPLAD-00565,Madurai,Tamil Nadu,Community Hall,1.76,unit,CTR-0122,3764636.57,4400000.0,2024-12-25,2025-02-01,2025-02-07,2025-11-25,2025-12-03,289,10.7453,78.3056,False,
MPLAD-00566,Warangal,Telangana,School Building Repair,1.3,unit,CTR-0156,1201201.45,1170000.0,2022-02-17,2022-04-16,2022-05-18,2022-08-24,2022-08-20,101,17.7596,78.3174,False,
MPLAD-00567,Warangal,Telangana,Road Construction,0.86,km,CTR-0074,677393.11,731000.0,2023-09-21,2023-11-27,2023-12-12,2024-02-15,2024-03-01,71,17.0815,78.7133,False,
MPLAD-00568,Patna Sahib,Bihar,Road Construction,1.53,km,CTR-0037,1231918.57,1300500.0,2022-09-05,2022-09-26,2022-10-13,2023-02-27,2023-03-09,138,25.593,85.3524,False,
MPLAD-00569,Varanasi,Uttar Pradesh,Road Construction,1.3,km,CTR-0016,1122609.64,1105000.0,2022-03-01,2022-05-07,2022-06-21,2022-10-05,2022-10-01,107,26.5692,81.3635,False,
MPLAD-00570,Madurai,Tamil Nadu,Community Hall,2.13,unit,CTR-0143,4726850.22,5325000.0,2024-07-02,2024-07-27,2024-09-10,2025-09-20,2025-09-24,341,10.8733,78.5853,False,
MPLAD-00571,Gaya,Bihar,Street Lighting,1.63,unit,CTR-0143,623695.28,733500.0,2023-08-16,2023-09-21,2023-09-26,2023-11-10,2023-12-05,49,25.3733,84.8509,False,
MPLAD-00572,Bhubaneswar,Odisha,Drinking Water Supply,1.03,unit,CTR-0162,1362325.7,1236000.0,2022-11-27,2023-02-18,2023-03-31,2023-05-25,2023-05-25,60,20.32,85.82,True,geo_clustering
MPLAD-00573,Varanasi,Uttar Pradesh,Street Lighting,1.03,unit,CTR-0111,464170.26,463500.0,2023-12-03,2024-01-20,2024-02-22,2024-03-27,2024-04-11,34,26.6416,80.8598,False,
MPLAD-00574,Cuttack,Odisha,Road Construction,0.83,km,CTR-0178,794870.86,705500.0,2022-01-09,2022-01-25,2022-02-10,2022-05-06,2022-06-01,80,20.5625,85.8381,False,
MPLAD-00575,Pune,Maharashtra,Drainage System,1.85,km,CTR-0020,2274665.32,2035000.0,2024-06-30,2024-07-30,2024-08-26,2025-05-24,2025-06-12,211,19.4275,72.758,False,
MPLAD-00576,Madurai,Tamil Nadu,Health Sub-Centre,2.96,unit,CTR-0179,8405729.0,9472000.0,2023-01-31,2023-04-12,2023-04-17,2024-09-28,2024-09-24,537,11.2584,78.2806,False,
MPLAD-00577,Warangal,Telangana,Community Hall,1.26,unit,CTR-0161,3355830.01,3150000.0,2024-10-08,2024-12-08,2024-12-15,2025-06-18,2025-06-26,183,16.9071,78.9843,False,
MPLAD-00578,Bhubaneswar,Odisha,Road Construction,1.92,km,CTR-0072,1629067.94,1632000.0,2022-12-26,2023-01-18,2023-03-01,2023-08-22,2023-08-21,183,19.9274,86.2336,False,
MPLAD-00579,Coimbatore,Tamil Nadu,Street Lighting,2.62,unit,CTR-0050,1010326.66,1179000.0,2024-12-27,2025-02-12,2025-03-24,2025-07-17,2025-07-12,92,11.4379,78.241,False,
MPLAD-00580,Bhubaneswar,Odisha,Road Construction,1.58,km,CTR-0083,1542478.4,1343000.0,2024-11-27,2025-02-09,2025-03-17,2025-08-09,2025-08-06,139,20.6838,85.5245,False,
MPLAD-00581,Kota,Rajasthan,School Building Repair,1.29,unit,CTR-0115,1123334.45,1161000.0,2022-02-21,2022-04-05,2022-05-07,2022-05-28,2022-05-28,96,26.5969,75.6292,True,ghost_project
MPLAD-00582,Gaya,Bihar,School Building Repair,0.56,unit,CTR-0207,548939.8,504000.0,2023-05-28,2023-07-13,2023-07-24,2023-09-15,2023-10-01,49,25.9325,85.4216,False,
MPLAD-00583,Warangal,Telangana,Community Hall,1.6,unit,CTR-0159,3514804.9,4000000.0,2022-09-13,2022-10-08,2022-10-16,2022-11-16,2022-11-19,248,17.2133,78.8477,True,ghost_project
MPLAD-00584,Varanasi,Uttar Pradesh,Road Construction,2.07,km,CTR-0157,1530302.39,1759500.0,2022-04-17,2022-06-08,2022-07-07,2023-02-09,2023-03-02,205,26.5331,80.9996,False,
MPLAD-00585,Jaipur Rural,Rajasthan,Road Construction,1.66,km,CTR-0099,3948851.62,1411000.0,2022-07-27,2022-09-23,2022-09-29,2023-03-22,2023-04-07,161,26.9878,75.408,True,cost_inflation
MPLAD-00586,Madurai,Tamil Nadu,Street Lighting,0.98,unit,CTR-0216,872630.1,441000.0,2023-06-09,2023-08-08,2023-09-08,2023-10-11,2023-11-03,31,10.6859,77.7377,True,cost_inflation
MPLAD-00587,Gaya,Bihar,Street Lighting,2.9,unit,CTR-0132,1404587.28,1305000.0,2022-10-26,2022-11-28,2023-01-02,2023-03-31,2023-04-16,86,25.3911,85.5703,False,
MPLAD-00588,Pune,Maharashtra,Drainage System,0.64,km,CTR-0038,705501.18,704000.0,2022-04-22,2022-06-30,2022-07-27,2022-08-06,2022-08-09,73,19.2406,72.6013,True,ghost_project
MPLAD-00589,Coimbatore,Tamil Nadu,Drainage System,2.23,km,CTR-0154,5168883.68,2453000.0,2023-11-19,2024-01-11,2024-02-11,2024-10-13,2024-10-14,238,10.9543,78.3892,True,cost_inflation
MPLAD-00590,Pune,Maharashtra,Road Construction,2.23,km,CTR-0058,4361623.84,1895500.0,2024-09-11,2024-11-07,2024-12-06,2025-06-12,2025-06-18,192,19.4261,72.4067,True,cost_inflation
MPLAD-00591,Warangal,Telangana,Street Lighting,1.6,unit,CTR-0164,748368.27,720000.0,2024-01-08,2024-01-28,2024-02-03,2024-03-28,2024-04-10,56,17.0741,78.8854,True,contractor_collusion
MPLAD-00592,Kanpur,Uttar Pradesh,Street Lighting,0.55,unit,CTR-0071,272958.95,247500.0,2022-02-12,2022-03-16,2022-04-14,2022-05-04,2022-05-06,18,26.6384,80.6102,True,contractor_collusion
MPLAD-00593,Pune,Maharashtra,Drinking Water Supply,2.85,unit,CTR-0044,3909506.49,3420000.0,2024-06-07,2024-06-30,2024-07-12,2025-01-24,2025-01-27,205,19.3949,72.5917,False,
MPLAD-00594,Patna Sahib,Bihar,Drinking Water Supply,1.57,unit,CTR-0154,1960947.99,1884000.0,2023-01-23,2023-04-16,2023-05-09,2023-09-19,2023-10-04,110,25.3472,85.2295,False,
MPLAD-00595,Bhubaneswar,Odisha,Community Hall,2.92,unit,CTR-0131,8144977.09,7300000.0,2022-06-16,2022-08-30,2022-10-13,2023-11-06,2023-12-03,421,20.1881,86.1824,False,
MPLAD-00596,Jaipur Rural,Rajasthan,Drinking Water Supply,1.66,unit,CTR-0133,1885521.5,1992000.0,2024-09-16,2024-12-03,2025-01-07,2025-04-17,2025-05-07,100,27.0381,76.0906,False,
MPLAD-00597,Kanpur,Uttar Pradesh,Community Hall,2.66,unit,CTR-0116,6442320.45,6650000.0,2024-02-12,2024-05-10,2024-05-25,2025-10-10,2025-10-28,395,26.5545,80.4848,False,
MPLAD-00598,Jaipur Rural,Rajasthan,Drinking Water Supply,1.38,unit,CTR-0133,1697712.43,1656000.0,2023-11-20,2024-01-28,2024-03-01,2024-06-01,2024-06-22,85,26.7675,75.7975,False,
MPLAD-00599,Secunderabad,Telangana,Road Construction,2.11,km,CTR-0068,1717684.95,1793500.0,2024-10-24,2025-01-12,2025-02-20,2025-03-10,2025-03-11,174,17.8266,78.0984,True,ghost_project
MPLAD-00600,Kanpur,Uttar Pradesh,Drinking Water Supply,1.26,unit,CTR-0065,1655140.18,1512000.0,2023-07-17,2023-08-25,2023-10-07,2024-01-21,2024-02-19,82,27.2124,80.4085,False,
MPLAD-00601,Patna Sahib,Bihar,Health Sub-Centre,2.99,unit,CTR-0201,10847667.4,9568000.0,2022-01-25,2022-04-10,2022-05-17,2024-07-23,2024-07-27,616,25.9655,84.8276,False,
MPLAD-00602,Jaipur Rural,Rajasthan,Community Hall,1.79,unit,CTR-0060,4858920.97,4475000.0,2024-08-02,2024-09-29,2024-10-09,2025-08-14,2025-08-21,302,26.8288,76.2419,False,
MPLAD-00603,Jaipur Rural,Rajasthan,School Building Repair,1.9,unit,CTR-0219,1645721.19,1710000.0,2022-09-20,2022-11-13,2022-11-18,2023-05-04,2023-05-21,152,26.7398,75.7191,False,
MPLAD-00604,Madurai,Tamil Nadu,School Building Repair,2.23,unit,CTR-0200,1886361.56,2007000.0,2022-03-07,2022-04-08,2022-04-22,2022-12-09,2022-12-25,179,11.0682,78.3991,False,
MPLAD-00605,Bhubaneswar,Odisha,Street Lighting,2.95,unit,CTR-0101,1209699.49,1327500.0,2024-12-30,2025-03-04,2025-03-21,2025-06-26,2025-07-12,89,20.3695,85.7515,False,
MPLAD-00606,Secunderabad,Telangana,Road Construction,1.88,km,CTR-0058,1373669.16,1598000.0,2024-09-27,2024-10-15,2024-10-31,2025-05-02,2025-05-21,187,17.1838,78.233,True,contractor_collusion
MPLAD-00607,Patna Sahib,Bihar,Road Construction,0.53,km,CTR-0133,427088.25,450500.0,2024-03-11,2024-04-15,2024-04-27,2024-06-18,2024-07-09,55,25.5783,84.6688,False,
MPLAD-00608,Kanpur,Uttar Pradesh,Health Sub-Centre,1.01,unit,CTR-0071,3166261.78,3232000.0,2024-08-30,2024-10-04,2024-11-16,2025-07-01,2025-07-15,201,26.8875,80.9025,True,contractor_collusion
MPLAD-00609,Secunderabad,Telangana,Road Construction,1.5,km,CTR-0212,1392643.93,1275000.0,2024-10-02,2024-12-14,2025-01-17,2025-06-26,2025-06-26,142,17.1879,78.881,False,
MPLAD-00610,Bhubaneswar,Odisha,Drainage System,2.48,km,CTR-0183,2638868.36,2728000.0,2022-12-25,2023-03-03,2023-03-23,2023-12-24,2024-01-15,284,20.2578,86.2108,False,
MPLAD-00611,Warangal,Telangana,Street Lighting,1.1,unit,CTR-0012,550025.13,495000.0,2023-08-21,2023-09-13,2023-10-01,2023-11-10,2023-12-01,32,17.8924,78.5528,False,
MPLAD-00612,Madurai,Tamil Nadu,Road Construction,1.76,km,CTR-0027,1621444.38,1496000.0,2022-12-04,2023-01-20,2023-02-07,2023-08-03,2023-08-27,161,10.5267,78.2389,False,
MPLAD-00613,Gaya,Bihar,School Building Repair,2.36,unit,CTR-0088,2350698.65,2124000.0,2022-01-22,2022-03-10,2022-03-22,2022-10-21,2022-10-24,180,25.4271,85.3487,False,
MPLAD-00614,Warangal,Telangana,Road Construction,2.28,km,CTR-0063,1901792.53,1938000.0,2023-07-26,2023-08-30,2023-09-14,2024-06-03,2024-06-04,213,17.0772,78.1242,False,
MPLAD-00615,Warangal,Telangana,Community Hall,2.19,unit,CTR-0003,4905867.96,5475000.0,2023-03-20,2023-04-08,2023-05-17,2024-04-06,2024-04-04,330,17.7365,78.8115,False,
MPLAD-00616,Pune,Maharashtra,Drainage System,1.48,km,CTR-0027,1534385.56,1628000.0,2022-01-10,2022-01-31,2022-03-01,2022-03-25,2022-03-25,135,18.9746,72.6385,True,ghost_project
MPLAD-00617,Bhubaneswar,Odisha,Drinking Water Supply,2.2,unit,CTR-0050,2294031.82,2640000.0,2022-07-17,2022-08-22,2022-09-06,2023-01-27,2023-02-23,156,19.9077,85.6271,False,
MPLAD-00618,Nagpur,Maharashtra,Community Hall,2.84,unit,CTR-0054,14894913.32,7100000.0,2023-04-21,2023-06-02,2023-06-13,2024-09-11,2024-09-17,438,18.615,73.054,True,cost_inflation
MPLAD-00619,Warangal,Telangana,Community Hall,2.12,unit,CTR-0072,5091678.14,5300000.0,2023-03-24,2023-05-30,2023-06-23,2024-06-09,2024-07-05,292,17.8831,78.1018,False,
MPLAD-00620,Nagpur,Maharashtra,Health Sub-Centre,1.13,unit,CTR-0044,3176378.91,3616000.0,2024-03-06,2024-04-07,2024-05-03,2024-05-23,2024-05-27,202,19.578,73.0664,True,ghost_project
MPLAD-00621,Gaya,Bihar,School Building Repair,2.1,unit,CTR-0131,1738285.25,1890000.0,2022-01-28,2022-03-13,2022-03-19,2022-09-27,2022-09-29,168,25.4088,85.3379,False,
MPLAD-00622,Warangal,Telangana,Street Lighting,1.44,unit,CTR-0164,608461.9,648000.0,2023-02-23,2023-03-14,2023-04-03,2023-05-23,2023-06-15,40,17.6393,78.3287,False,
MPLAD-00623,Nalgonda,Telangana,Health Sub-Centre,2.48,unit,CTR-0134,7733378.21,7936000.0,2022-02-18,2022-04-03,2022-04-29,2023-10-09,2023-10-17,510,17.4393,78.9066,False,
MPLAD-00624,Madurai,Tamil Nadu,Community Hall,2.24,unit,CTR-0176,5133706.01,5600000.0,2024-12-03,2025-01-28,2025-02-13,2026-04-09,2026-04-04,390,10.5646,78.0916,False,
MPLAD-00625,Pune,Maharashtra,Road Construction,2.85,km,CTR-0037,2150376.46,2422500.0,2023-02-23,2023-04-09,2023-05-16,2023-12-28,2024-01-21,243,18.9115,73.1217,False,
MPLAD-00626,Nagpur,Maharashtra,Community Hall,1.26,unit,CTR-0064,3222218.63,3150000.0,2023-02-17,2023-04-07,2023-05-12,2023-12-06,2023-12-24,224,18.9982,72.5678,False,
MPLAD-00627,Nagpur,Maharashtra,Street Lighting,1.58,unit,CTR-0189,637598.88,711000.0,2024-09-14,2024-10-01,2024-10-30,2024-12-27,2024-12-27,55,19.3589,73.3215,False,
MPLAD-00628,Kota,Rajasthan,Community Hall,0.94,unit,CTR-0187,2265717.42,2350000.0,2023-08-04,2023-10-06,2023-11-15,2024-04-21,2024-04-20,139,26.7332,76.0149,False,
MPLAD-00629,Nalgonda,Telangana,Community Hall,2.65,unit,CTR-0004,7082857.68,6625000.0,2024-04-08,2024-06-15,2024-07-15,2025-12-13,2025-12-31,401,17.284,78.3078,False,
MPLAD-00630,Gaya,Bihar,Road Construction,2.98,km,CTR-0010,2247640.46,2533000.0,2022-11-29,2023-01-07,2023-02-08,2024-03-19,2024-04-05,316,25.6096,85.0886,False,
MPLAD-00631,Nalgonda,Telangana,Drainage System,1.46,km,CTR-0167,1569402.63,1606000.0,2024-09-05,2024-09-24,2024-10-22,2025-04-03,2025-03-30,142,17.5975,78.6453,False,
MPLAD-00632,Pune,Maharashtra,School Building Repair,1.14,unit,CTR-0038,1057441.56,1026000.0,2022-11-27,2022-12-13,2022-12-25,2023-04-24,2023-05-13,100,18.9977,72.9862,False,
MPLAD-00633,Cuttack,Odisha,Street Lighting,2.69,unit,CTR-0049,1089143.84,1210500.0,2023-09-11,2023-11-29,2024-01-07,2024-04-11,2024-04-30,82,20.3861,86.0339,False,
MPLAD-00634,Bhubaneswar,Odisha,Drainage System,0.77,km,CTR-0023,865450.63,847000.0,2022-10-20,2022-12-08,2022-12-26,2023-04-15,2023-05-05,87,20.499,85.3064,False,
MPLAD-00635,Nalgonda,Telangana,School Building Repair,0.67,unit,CTR-0025,638513.69,603000.0,2023-08-14,2023-10-23,2023-11-07,2023-12-27,2024-01-02,52,17.604,78.198,False,
MPLAD-00636,Jaipur Rural,Rajasthan,Road Construction,2.54,km,CTR-0146,1955387.76,2159000.0,2023-01-10,2023-02-18,2023-03-11,2023-12-06,2023-10-17,209,26.8407,76.213,True,payment_timing
MPLAD-00637,Warangal,Telangana,Community Hall,1.44,unit,CTR-0164,3358903.18,3600000.0,2023-04-26,2023-07-11,2023-08-16,2024-04-24,2024-04-25,216,16.9095,78.2661,False,
MPLAD-00638,Nalgonda,Telangana,Health Sub-Centre,1.03,unit,CTR-0025,3584518.53,3296000.0,2024-12-01,2025-01-19,2025-02-24,2025-09-15,2025-10-01,187,17.5044,78.3366,False,
MPLAD-00639,Patna Sahib,Bihar,Drinking Water Supply,1.1,unit,CTR-0210,1265039.41,1320000.0,2022-04-28,2022-06-27,2022-07-23,2022-10-12,2022-10-07,67,25.5569,85.2983,False,
MPLAD-00640,Nalgonda,Telangana,Community Hall,0.81,unit,CTR-0155,5453937.69,2025000.0,2023-05-25,2023-07-26,2023-08-28,2024-02-08,2024-03-04,143,17.4149,78.6602,True,cost_inflation
MPLAD-00641,Patna Sahib,Bihar,Health Sub-Centre,2.08,unit,CTR-0005,7401673.99,6656000.0,2023-10-29,2024-01-08,2024-01-27,2025-06-18,2025-07-08,445,25.8392,85.394,False,
MPLAD-00642,Pune,Maharashtra,School Building Repair,2.25,unit,CTR-0220,1782276.85,2025000.0,2023-02-04,2023-03-09,2023-04-16,2023-05-31,2023-06-04,170,18.6317,72.8979,True,ghost_project
MPLAD-00643,Jaipur Rural,Rajasthan,Health Sub-Centre,2.74,unit,CTR-0044,27186103.48,8768000.0,2023-05-09,2023-06-24,2023-07-12,2024-11-21,2024-11-21,515,26.5055,76.2934,True,cost_inflation
MPLAD-00644,Cuttack,Odisha,Drinking Water Supply,2.42,unit,CTR-0099,2660391.6,2904000.0,2024-09-02,2024-10-02,2024-10-15,2025-04-11,2025-05-07,141,19.8904,85.9918,False,
MPLAD-00645,Madurai,Tamil Nadu,Street Lighting,0.66,unit,CTR-0154,283031.42,297000.0,2024-02-21,2024-05-17,2024-06-18,2024-07-14,2024-06-13,22,10.7591,77.891,True,payment_timing
MPLAD-00646,Nagpur,Maharashtra,Drainage System,2.36,km,CTR-0049,2297023.53,2596000.0,2023-10-04,2023-12-06,2024-01-16,2024-10-26,2024-11-09,238,18.6619,72.9356,False,
MPLAD-00647,Patna Sahib,Bihar,School Building Repair,1.41,unit,CTR-0198,1337260.34,1269000.0,2024-11-30,2025-02-28,2025-03-19,2025-07-09,2025-07-04,119,25.62,85.12,True,geo_clustering
MPLAD-00648,Bhubaneswar,Odisha,Drinking Water Supply,1.75,unit,CTR-0057,2072144.25,2100000.0,2022-10-26,2022-11-14,2022-12-27,2023-04-22,2023-05-19,113,20.7903,85.4235,False,
MPLAD-00649,Nagpur,Maharashtra,Drainage System,2.08,km,CTR-0123,2092859.96,2288000.0,2024-02-11,2024-03-04,2024-03-30,2024-10-13,2024-10-21,205,19.4481,73.3344,False,
MPLAD-00650,Nalgonda,Telangana,Drainage System,0.95,km,CTR-0199,1041082.71,1045000.0,2022-11-23,2022-12-10,2023-01-19,2023-04-30,2023-05-22,96,17.5779,78.9903,False,
MPLAD-00651,Warangal,Telangana,School Building Repair,1.21,unit,CTR-0073,1227214.94,1089000.0,2024-03-17,2024-04-13,2024-04-26,2024-08-05,2024-08-03,99,17.7498,78.7096,False,
MPLAD-00652,Nagpur,Maharashtra,Community Hall,1.6,unit,CTR-0036,3978930.06,4000000.0,2023-03-06,2023-04-17,2023-05-04,2024-04-02,2024-02-02,280,18.9622,73.2561,True,payment_timing
MPLAD-00653,Secunderabad,Telangana,Health Sub-Centre,2.2,unit,CTR-0110,6339286.8,7040000.0,2023-12-30,2024-03-14,2024-03-30,2025-07-06,2025-07-08,363,17.8803,78.6501,False,
MPLAD-00654,Pune,Maharashtra,Community Hall,1.51,unit,CTR-0185,3247246.88,3775000.0,2024-09-27,2024-11-19,2025-01-01,2025-10-08,2025-10-27,219,19.3758,73.3912,False,
MPLAD-00655,Madurai,Tamil Nadu,Road Construction,2.66,km,CTR-0119,2362955.91,2261000.0,2024-06-30,2024-08-31,2024-09-05,2025-04-14,2025-04-14,234,10.6221,78.2414,False,
MPLAD-00656,Nalgonda,Telangana,Community Hall,1.93,unit,CTR-0151,4930132.74,4825000.0,2022-07-13,2022-10-11,2022-10-27,2023-08-21,2023-09-12,283,17.1984,78.1252,False,
MPLAD-00657,Cuttack,Odisha,Drainage System,1.84,km,CTR-0204,1966516.69,2024000.0,2024-03-17,2024-06-11,2024-07-20,2025-03-24,2025-04-21,204,20.2886,85.8189,False,
MPLAD-00658,Bhubaneswar,Odisha,Drainage System,2.13,km,CTR-0203,2521190.92,2343000.0,2022-08-29,2022-10-06,2022-11-18,2023-07-16,2023-06-28,204,20.3547,86.1005,True,payment_timing
MPLAD-00659,Kanpur,Uttar Pradesh,Street Lighting,1.91,unit,CTR-0023,950121.41,859500.0,2022-09-13,2022-12-01,2022-12-25,2023-02-16,2023-03-17,51,26.4716,81.3771,False,
MPLAD-00660,Varanasi,Uttar Pradesh,Community Hall,2.87,unit,CTR-0012,7216851.21,7175000.0,2024-12-29,2025-03-10,2025-03-23,2026-09-24,2026-10-09,487,26.8227,81.386,False,
MPLAD-00661,Kota,Rajasthan,Street Lighting,2.22,unit,CTR-0054,1047736.31,999000.0,2022-03-17,2022-04-25,2022-05-09,2022-07-09,2022-07-17,60,27.3574,75.9021,False,
MPLAD-00662,Varanasi,Uttar Pradesh,Drinking Water Supply,2.32,unit,CTR-0033,2718866.94,2784000.0,2023-06-18,2023-08-20,2023-09-04,2024-02-07,2024-02-07,148,27.2447,81.0765,False,
MPLAD-00663,Kota,Rajasthan,Community Hall,0.68,unit,CTR-0053,1818664.2,1700000.0,2023-01-30,2023-04-02,2023-05-13,2023-10-01,2023-10-28,122,26.92,75.82,True,geo_clustering
MPLAD-00664,Gaya,Bihar,Health Sub-Centre,0.56,unit,CTR-0098,1847699.26,1792000.0,2022-09-13,2022-12-05,2022-12-17,2023-04-03,2023-04-24,92,25.166,85.2402,False,
MPLAD-00665,Madurai,Tamil Nadu,Drinking Water Supply,0.87,unit,CTR-0070,1137364.1,1044000.0,2022-07-20,2022-09-21,2022-10-10,2022-12-02,2022-12-03,51,11.2827,77.7235,False,
MPLAD-00666,Nagpur,Maharashtra,Drinking Water Supply,2.52,unit,CTR-0211,2657074.39,3024000.0,2023-08-01,2023-10-25,2023-11-16,2024-05-06,2024-05-04,151,18.7707,73.3465,False,
MPLAD-00667,Madurai,Tamil Nadu,Drinking Water Supply,2.19,unit,CTR-0190,2855648.45,2628000.0,2024-04-04,2024-06-19,2024-07-31,2024-12-10,2024-12-05,139,11.1867,78.3132,False,
MPLAD-00668,Gaya,Bihar,Community Hall,2.34,unit,CTR-0146,5065277.42,5850000.0,2024-01-29,2024-03-15,2024-04-27,2025-06-19,2025-07-13,392,25.2831,85.5862,False,
MPLAD-00669,Varanasi,Uttar Pradesh,Street Lighting,2.88,unit,CTR-0071,1304007.21,1296000.0,2023-04-14,2023-06-07,2023-07-22,2023-08-02,2023-08-07,95,26.7065,80.7127,True,ghost_project
MPLAD-00670,Warangal,Telangana,Community Hall,0.64,unit,CTR-0164,1716836.54,1600000.0,2024-10-06,2024-10-22,2024-11-23,2025-03-22,2025-03-25,102,17.3797,78.515,False,
MPLAD-00671,Warangal,Telangana,Drainage System,0.98,km,CTR-0158,1185173.93,1078000.0,2024-05-20,2024-08-11,2024-09-07,2024-12-03,2024-12-31,88,17.5841,78.0424,False,
MPLAD-00672,Pune,Maharashtra,Community Hall,1.81,unit,CTR-0196,4151780.59,4525000.0,2022-10-01,2022-12-20,2023-01-16,2023-12-02,2023-12-24,250,19.0955,72.5705,False,
MPLAD-00673,Cuttack,Odisha,Drinking Water Supply,1.12,unit,CTR-0174,1359773.03,1344000.0,2022-08-30,2022-10-21,2022-11-14,2023-02-03,2023-02-14,75,20.0131,86.038,False,
MPLAD-00674,Cuttack,Odisha,Community Hall,2.82,unit,CTR-0079,8021070.4,7050000.0,2022-03-14,2022-05-27,2022-07-10,2024-01-13,2024-01-11,446,20.1557,85.9155,False,
MPLAD-00675,Warangal,Telangana,Drinking Water Supply,2.73,unit,CTR-0164,2967555.79,3276000.0,2022-07-27,2022-10-05,2022-11-10,2023-04-19,2023-03-09,164,17.4143,78.1537,True,payment_timing
MPLAD-00676,Secunderabad,Telangana,Road Construction,1.07,km,CTR-0065,880948.66,909500.0,2024-05-27,2024-07-04,2024-08-12,2024-12-06,2024-12-07,95,17.8894,78.6563,False,
MPLAD-00677,Patna Sahib,Bihar,Community Hall,1.58,unit,CTR-0192,3783195.54,3950000.0,2023-02-11,2023-03-12,2023-03-29,2024-01-01,2024-01-04,275,25.4945,85.3439,False,
MPLAD-00678,Pune,Maharashtra,Community Hall,2.87,unit,CTR-0051,8164501.78,7175000.0,2022-09-01,2022-11-08,2022-12-14,2024-07-10,2024-07-13,513,18.9249,73.1644,False,
MPLAD-00679,Coimbatore,Tamil Nadu,Street Lighting,2.56,unit,CTR-0216,1024617.95,1152000.0,2022-02-13,2022-03-16,2022-03-30,2022-07-01,2022-06-26,90,11.2674,77.8365,False,
MPLAD-00680,Gaya,Bihar,Drinking Water Supply,2.34,unit,CTR-0153,2752678.34,2808000.0,2024-09-22,2024-10-17,2024-11-18,2025-04-04,2025-04-08,138,25.8292,84.7869,False,
MPLAD-00681,Bhubaneswar,Odisha,Road Construction,2.99,km,CTR-0068,2348870.34,2541500.0,2023-02-11,2023-04-27,2023-05-08,2024-05-05,2024-06-01,308,20.4111,85.4887,False,
MPLAD-00682,Pune,Maharashtra,Drainage System,1.07,km,CTR-0039,1047163.65,1177000.0,2023-01-29,2023-03-03,2023-04-04,2023-06-30,2023-07-07,97,18.6909,72.451,False,
MPLAD-00683,Coimbatore,Tamil Nadu,Drinking Water Supply,1.05,unit,CTR-0060,1232056.67,1260000.0,2024-05-24,2024-06-14,2024-07-08,2024-08-30,2024-09-17,57,10.7806,77.951,False,
MPLAD-00684,Cuttack,Odisha,Drinking Water Supply,0.95,unit,CTR-0013,969183.29,1140000.0,2023-10-21,2023-12-02,2023-12-25,2024-03-01,2024-03-02,62,20.2309,85.5523,False,
MPLAD-00685,Varanasi,Uttar Pradesh,Drinking Water Supply,0.74,unit,CTR-0029,758439.45,888000.0,2022-09-24,2022-11-20,2022-12-18,2023-02-11,2023-03-01,46,27.0429,80.9889,False,
MPLAD-00686,Pune,Maharashtra,Community Hall,1.03,unit,CTR-0071,2485428.13,2575000.0,2022-09-25,2022-10-25,2022-11-01,2022-12-22,2022-12-26,179,18.7929,72.8458,True,ghost_project
MPLAD-00687,Varanasi,Uttar Pradesh,Drinking Water Supply,1.69,unit,CTR-0186,2186785.11,2028000.0,2022-11-11,2022-12-01,2022-12-14,2023-03-28,2023-04-27,107,27.0116,81.2916,False,
MPLAD-00688,Cuttack,Odisha,Health Sub-Centre,2.94,unit,CTR-0144,24825972.72,9408000.0,2022-08-29,2022-11-07,2022-11-16,2024-07-05,2024-08-02,547,20.7313,85.8039,True,cost_inflation
MPLAD-00689,Secunderabad,Telangana,Drainage System,2.89,km,CTR-0058,2760128.66,3179000.0,2023-01-25,2023-03-31,2023-05-06,2024-06-12,2024-07-09,344,17.8715,78.1655,True,contractor_collusion
MPLAD-00690,Gaya,Bihar,Health Sub-Centre,2.02,unit,CTR-0103,5895668.18,6464000.0,2023-03-23,2023-06-21,2023-06-26,2024-08-08,2024-09-04,327,25.5554,85.3078,False,
MPLAD-00691,Bhubaneswar,Odisha,Drinking Water Supply,1.24,unit,CTR-0057,1384664.94,1488000.0,2023-04-04,2023-04-24,2023-06-02,2023-08-09,2023-08-06,69,20.4396,86.242,False,
MPLAD-00692,Varanasi,Uttar Pradesh,Community Hall,0.63,unit,CTR-0203,1801811.18,1575000.0,2023-03-07,2023-05-29,2023-06-10,2023-09-18,2023-10-05,112,26.9327,81.3722,False,
MPLAD-00693,Cuttack,Odisha,Drainage System,1.16,km,CTR-0141,1135746.52,1276000.0,2023-08-27,2023-10-22,2023-10-30,2024-04-01,2024-03-27,134,20.6239,85.5193,False,
